ZIP;NAME;TYPE;A0_NAME;A1_NAME;A2_NAME;A3_NAME;A4_NAME;A5_NAME;A6_NAME;A7_NAME;A8_NAME;X_COORDINATE;Y_COORDINATE;SERVICE_HOURS;TEMP_SERVICE_HOURS;TEMP_SERVICE_HOURS_UNTIL;TEMP_SERVICE_HOURS_2;TEMP_SERVICE_HOURS_2_UNTIL;comment_est;comment_eng;comment_rus;comment_lav;comment_lit;MODIFIED
9990;"Pļaviņu TOP pakomāts";0;LV;"Pļaviņu novads";Pļaviņas;;;"Daugavas iela";;85;;25.734234;56.617788;;;;;;;;;"Pa labi no ieejas";;2020-11-13T09:41:04.013+02:00
50301;"Raadi postkontor";1;EE;"Tartu maakond";"Tartu linn";"Tartu linn";;"Narva mnt";;112;;26.730412;58.391808;"E,T,K,N,R 10:00-18:00 L,P SULETUD;Ligipääs ratastooliga";;;;;;;;;;2020-12-14T08:46:23.693+02:00
96105;"Raasiku Coop Konsumi pakiautomaat";0;EE;"Harju maakond";"Raasiku vald";"Raasiku alevik";;"Tallinna mnt";;19;;25.182405;59.369620;;;;;;;;;;;2020-12-22T09:56:08.320+02:00
75293;"Raasiku postkontor";1;EE;"Harju maakond";"Raasiku vald";"Raasiku alevik";;"Tallinna mnt";;19;;25.182280;59.369640;"E,K 12:00-18:00 T,N,R 09:00-13:30 L,P SULETUD;Ligipääs ratastooliga";;;;;;;;;;2020-12-05T09:52:28.263+02:00
88817;"Radviliškio GRŪSTĖ Aušros paštomatas";0;LT;"Šiaulių apskr.";"Radviliškio r. sav.";"Radviliškio m.";;"Aušros a.";;3;;23.538315;55.807849;;;;;;;;;;"Paštomatą rasite lauke prie sienos, kairėje įėjimo į parduotuvę </br> pusėje, už kampo";2020-12-23T12:40:33.453+02:00
55587;"Radviliškio MAXIMA Gedimino 42 paštomatas";0;LT;"Šiaulių apskr.";"Radviliškio r. sav.";"Radviliškio m.";;"Gedimino g.";;42A;;23.548772;55.812696;;;;;;;;;;"Paštomatą rasite lauke prie sienos, kairėje įėjimo į parduotuvę pusėje";2020-12-27T20:00:55.180+02:00
75399;"Rae postkontor";1;EE;"Harju maakond";"Rae vald";"Peetri alevik";;"Veesaare tee";;2;;24.811533;59.402353;"E,T,K,N,R 10:00-19:00 L,P SULETUD;Ligipääs ratastooliga";;;;;;;;;;2021-01-07T12:43:03.073+02:00
9152;"Raganas ELVI pakomāts";0;LV;"Krimuldas novads";"Krimuldas pagasts";Ragana;;"Tirgus iela";;10;;24.715102;57.181323;;;;;;;;;"Pa labi no ieejas";;2021-01-14T07:20:43.617+02:00
46335;"Rakke postiautomaat";0;EE;"Lääne-Viru maakond";"Väike-Maarja vald";"Rakke alevik";;"F. R. Faehlmanni tee";;15;;26.241747;58.987667;;;;;;;;;;;2021-01-27T02:00:03.413+02:00
46333;"Rakke postkontor";1;EE;"Lääne-Viru maakond";"Väike-Maarja vald";"Rakke alevik";;"F. R. Faehlmanni tee";;18;;26.246144;58.987011;"E,T,K,N,R 09:30-13:00 L,P SULETUD";;;;;;;;;;2020-12-10T10:04:37.523+02:00
96232;"Rakvere Lilleoru kaupluse pakiautomaat";0;EE;"Lääne-Viru maakond";"Rakvere linn";;;"Tartu tn";;55;;26.365073;59.327798;;;;;;;;;;;2020-12-16T13:33:09.080+02:00
96078;"Rakvere Põhjakeskuse pakiautomaat";0;EE;"Lääne-Viru maakond";"Rakvere vald";"Tõrremäe küla";;"Haljala tee";;4;;26.329643;59.363131;;;;;;;;;;;2020-12-28T06:43:11.797+02:00
96031;"Rakvere Turutare pakiautomaat";0;EE;"Lääne-Viru maakond";"Rakvere linn";;;"Laada tn";;18;;26.364206;59.347089;;;;;;;;;;;2020-12-16T13:33:09.080+02:00
96167;"Rakvere Vaala Keskuse pakiautomaat";0;EE;"Lääne-Viru maakond";"Rakvere linn";;;"Lõõtspilli tn";;2;;26.383605;59.354905;;;;;;;;;;;2020-12-21T12:44:05.157+02:00
44301;"Rakvere postkontor";1;EE;"Lääne-Viru maakond";"Rakvere linn";;;"F. G. Adoffi tn";;11;;26.364142;59.348662;"E,T,K,N,R 10:00-18:00 L,P SULETUD;Ligipääs ratastooliga";;;;;;;;;;2020-12-05T09:55:38.580+02:00
71126;"Ramsi postipunkt (kpl Coop)";1;EE;"Viljandi maakond";"Viljandi vald";"Ramsi alevik";;"Keskuse tee";;1;;25.540757;58.307564;"E,T,K,N,R,L,P 09:00-20:00";;;;;;;;;;2021-01-04T11:47:19.983+02:00
61194;"Rannu postipunkt";1;EE;"Tartu maakond";"Elva vald";"Rannu alevik";;"Elva tee";;7;;26.216638;58.239309;"E,R 10:00-14:00 K 14:00-18:00 T,N,L,P SULETUD";;;;;;;;;;2020-12-16T12:29:06.797+02:00
96043;"Rapla Maxima X pakiautomaat";0;EE;"Rapla maakond";"Rapla vald";"Rapla linn";;"Tallinna mnt";;50a;;24.790758;58.998251;;;;;;;;;;;2020-12-11T10:03:35.080+02:00
96220;"Rapla Vestis Coop Konsumi pakiautomaat";0;EE;"Rapla maakond";"Rapla vald";"Rapla linn";;"Tallinna mnt";;16;;24.793198;59.005183;;;;;;;;;;;2020-12-11T09:57:03.087+02:00
79501;"Rapla postkontor";1;EE;"Rapla maakond";"Rapla vald";"Rapla linn";;"Tallinna mnt";;17;;24.794818;59.004320;"E,T,K,N,R 10:00-18:00 L,P SULETUD;Ligipääs ratastooliga";;;;;;;;;;2020-12-05T09:56:42.557+02:00
88819;"Raseinių MAXIMA Maironio paštomatas";0;LT;"Kauno apskr.";"Raseinių r. sav.";"Raseinių m.";;"Maironio g.";;64;;23.126625;55.386380;;;;;;;;;;"Paštomatą rasite lauke prie sienos, kairėje įėjimo į parduotuvę pusėje";2020-12-23T12:33:49.803+02:00
55536;"Raseinių MAXIMA Vilniaus g. paštomatas";0;LT;"Kauno apskr.";"Raseinių r. sav.";"Raseinių m.";;"Vilniaus g.";;93;;23.113923;55.379334;;;;;;;;;;"Paštomatą rasite lauke prie sienos, kairėje įėjimo į parduotuvę pusėje";2020-12-27T20:19:32.457+02:00
90494;"Ridala postipunkt";1;EE;"Lääne maakond";"Haapsalu linn";"Panga küla";;"Panga tee";;1;;23.586368;58.831468;"E,T,K,N,R 13:00-18:00 L,P SULETUD";;;;;;;;;;2020-12-16T14:45:06.050+02:00
77717;"Rietavo MAXIMA paštomatas";0;LT;"Telšių apskr.";"Rietavo sav.";"Rietavo m.";;"Plungės g.";;2;;21.932441;55.724254;;;;;;;;;;"Paštomatą rasite lauke, prie galinės parduotuvės pastato sienos";2020-12-23T15:18:54.033+02:00
80006;"Riia Maja postkontor";1;EE;"Pärnu maakond";"Pärnu linn";"Pärnu linn";;"Riia mnt";;169a;;24.546886;58.370119;"E,T,K,N,R 09:00-18:00 L,P SULETUD;Ligipääs ratastooliga";;;;;;;;;;2020-12-05T09:57:53.997+02:00
68794;"Riidaja postipunkt";1;EE;"Valga maakond";"Tõrva vald";"Riidaja küla";;;;;;25.895333;58.096497;"E,T,K,N,R 10:00-18:00 L,P 10:00-14:00;Ligipääs ratastooliga";;;;;;;;;;2021-01-21T08:23:44.750+02:00
76292;"Riisipere postkontor";1;EE;"Harju maakond";"Saue vald";"Riisipere alevik";;"Metsa tn";;7;;24.315220;59.106485;"T,N,R,L 10:00-13:00 K 14:00-18:00 E,P SULETUD;Ligipääs ratastooliga";;;;;;;;;;2020-12-05T09:58:27.967+02:00
50191;"Ringtee postkontor";1;EE;"Tartu maakond";"Tartu linn";"Tartu linn";;"Võru tn";;167;;26.713430;58.344923;"E,T,K,N,R 09:00-19:00 L 09:00-15:00 P SULETUD;Ligipääs ratastooliga";;;;;;;;;;2020-12-05T09:59:34.003+02:00
90994;"Risti postipunkt";1;EE;"Lääne maakond";"Lääne-Nigula vald";"Risti alevik";;"Lõuna tn";;4;;24.062521;58.996843;"E,K 10:00-16:00 T,N 10:00-18:00 R,L,P SULETUD";;;"23.02.2021: 10:00-15:00";23.02.2021;;;;;;2021-01-22T07:47:10.267+02:00
96196;"Risti vallamaja pakiautomaat";0;EE;"Lääne maakond";"Lääne-Nigula vald";"Risti alevik";;"Tallinna mnt";;4;;24.058671;58.998311;;;;;;;;;;;2021-01-11T07:02:52.573+02:00
46694;"Roela postipunkt";1;EE;"Lääne-Viru maakond";"Vinni vald";"Roela alevik";;"Tartu mnt";;11;;26.585755;59.165103;"E,T,K,N,R,L,P 09:00-20:00";;;;;;;;;;2020-11-17T13:24:59.750+02:00
62194;"Roiu postipunkt";1;EE;"Tartu maakond";"Kastre vald";"Roiu alevik";;"Oja tn";;5;;26.865161;58.299546;"E,T,N,R 10:00-14:00 K 14:00-16:00 L,P SULETUD;Ligipääs ratastooliga";"AJUTISELT SULETUD";29.01.2021;;;;;;;;2021-01-20T13:33:49.533+02:00
9136;"Rojas Maxima X pakomāts";0;LV;"Rojas novads";;Roja;;"Selgas iela";;2;;22.801112;57.505699;;;;;;;;;"Blakus T/C centrālajai ieejai";;2021-01-14T07:21:03.470+02:00
55578;"Rokiškio MAXIMA Respublikos 111B paštomatas";0;LT;"Panevėžio apskr.";"Rokiškio r. sav.";"Rokiškio m.";;"Respublikos g.";;111B;;25.589929;55.952926;;;;;;;;;;"Paštomatą rasite lauke prie sienos, kairėje įėjimo į parduotuvę pusėje";2020-12-27T11:00:52.283+02:00
88821;"Rokiškio NORFA Panevėžio g. paštomatas";0;LT;"Panevėžio apskr.";"Rokiškio r. sav.";"Rokiškio m.";;"Panevėžio g.";;1D;;25.588392;55.947001;;;;;;;;;;"Paštomatą rasite lauke prie sienos, dešinėje įėjimo į parduotuvę pusėje";2020-12-23T13:05:52.963+02:00
75520;"Roobuka postiautomaat";0;EE;"Harju maakond";"Saku vald";"Roobuka küla";;"Roheluse tee";;1;;24.671790;59.221647;;;;;;;;;;;2021-01-27T02:00:03.413+02:00
73290;"Roosna-Alliku postipunkt";1;EE;"Järva maakond";"Paide linn";"Roosna-Alliku alevik";;"Pargi tn";;10;;25.708606;59.029900;"E,T,K,N 09:00-13:00, 14:00-16:00 R 09:00-13:00, 14:00-15:00 L,P SULETUD";;;;;;;;;;2020-12-18T10:53:29.563+02:00
9138;"Ropažu Lats Pakomāts";0;LV;"Ropažu novads";;Ropaži;;"Rīgas iela";;12;;24.633702;56.971875;;;;;;;;;"Pa kreisi no ieejas";;2020-11-12T13:44:43.070+02:00
77796;"Rudaminos IKI paštomatas";0;LT;"Vilniaus apskr.";"Vilniaus r. sav.";"Rudaminos k.";;"Gamyklos g.";;26;;25.341576;54.592888;;;;;;;;;;"Paštomatą rasite lauke prie sienos, kairėje įėjimo į parduotuvę pusėje, šalia taromato";2020-12-29T08:40:06.613+02:00
93091;"Ruhnu postipunkt";1;EE;"Saare maakond";"Ruhnu vald";"Ruhnu küla";;;Raamatukogu;;;23.245469;57.802511;"T,K,R 15:00-16:00 E,N,L,P SULETUD";;;"Kuni 30.04.2021: T,K,R 13:00-14:00";30.04.2021;;;;;;2020-12-10T15:23:39.113+02:00
76393;"Ruila postipunkt";1;EE;"Harju maakond";"Saue vald";"Ruila küla";;;;;;24.437248;59.192804;"E,T,K,N,R,L,P 10:00-18:00";;;;;;;;;;2021-01-21T10:24:40.833+02:00
55539;"Rumšiškių MAXIMA paštomatas";0;LT;"Kauno apskr.";"Kaišiadorių r. sav.";"Rumšiškių mstl.";;"L. Lekavičiaus g.";;32;;24.214849;54.872861;;;;;;;;;;"Paštomatą rasite lauke prie sienos, kairėje įėjimo į parduotuvę pusėje";2020-12-27T19:53:38.073+02:00
65048;"Ruusmäe postipunkt";1;EE;"Võru maakond";"Rõuge vald";"Ruusmäe küla";;"Tammiku tee";;17;;27.088644;57.635218;"E,T,K,N,R,L 10:00-18:00 P SULETUD;Ligipääs ratastooliga";;;;;;;;;;2021-01-20T13:45:49.950+02:00
96186;"Räpina Coop Konsumi pakiautomaat";0;EE;"Põlva maakond";"Räpina vald";"Räpina linn";;"Kooli tn";;14a;;27.459483;58.095065;;;;;;;;;;;2020-11-11T08:18:44.947+02:00
96095;"Räpina Maxima X pakiautomaat";0;EE;"Põlva maakond";"Räpina vald";"Räpina linn";;"Pargi põik";;1;;27.451331;58.096083;;;;;;;;;;;2020-11-11T08:18:26.567+02:00
64594;"Räpina postipunkt";1;EE;"Põlva maakond";"Räpina vald";"Räpina linn";;"Võhandu tn";;29;;27.458669;58.094524;"E,T,K,N,R 14:00-16:00 L,P SULETUD";;;;;;;;;;2020-12-21T14:53:00.307+02:00
96151;"Rõngu Coop Konsumi pakiautomaat";0;EE;"Tartu maakond";"Elva vald";"Rõngu alevik";;"Tartu mnt";;2;;26.248487;58.144093;;;;;;;;;;;2020-12-16T13:33:09.080+02:00
90692;"Rõude postipunkt";1;EE;"Lääne maakond";"Lääne-Nigula vald";"Rõude küla";;"Siimu tee";;;;23.924808;58.771811;"T,K,N,R,L 11:00-13:00 E,P SULETUD";;;;;;;;;;2020-12-18T08:15:10.057+02:00
66198;"Rõuge postipunkt";1;EE;"Võru maakond";"Rõuge vald";"Rõuge alevik";;"Sänna mnt";;4;;26.911840;57.726363;"T,N,R 09:00-12:30, 13:00-17:00 L 09:00-15:00 E,K,P SULETUD;Ligipääs ratastooliga";;;;;;;;;;2020-12-21T11:37:48.607+02:00
9922;"Rēzeknes Atbrīvošanas alejas Maxima XX pakomāts";0;LV;Rēzekne;;;;"Atbrīvošanas aleja";;141;;27.339478;56.524147;;;;;;;;;"Blakus T/C centrālajai ieejai";;2021-01-21T09:31:39.943+02:00
9974;"Rēzeknes Galdnieku ielas RIMI pakomāts";0;LV;Rēzekne;;;;"Galdnieku iela";;8;;27.330051;56.502257;;;;;;;;;"Pa kreisi no T/C Centrālās ieejas";;2021-01-14T07:21:34.667+02:00
9216;"Rēzeknes Kr. Valdemāra ielas Mego pakomāts";0;LV;Rēzekne;;;;"Kr. Valdemāra iela";;16A;;27.335793;56.514032;;;;;;;;;"Pa labi no ieejas";;2020-11-13T06:13:47.030+02:00
9174;"Rīga, Brīvības g. 386 Neste pakomāts";0;LV;Rīga;;;;"Brīvības gatve";;386;;24.219941;56.986521;;;;;;;;;"DUS teritorijā";;2021-01-14T07:38:38.077+02:00
9111;"Rīgas A.Briāna ielas RIMI pakomāts (ILGĀKA PIEGĀDE)";0;LV;Rīga;;;;"Krišjāņa Valdemāra iela";;62A;;24.131107;56.966025;;;;;;;;;"Pa labi no galvenās ieejas";;2021-01-14T07:22:41.867+02:00
9169;"Rīgas A.Deglava 110 Rimi pakomāts";0;LV;Rīga;;;;"Augusta Deglava iela";;110;;24.193661;56.947535;;;;;;;;;"Pa labi no ieejas";;2020-11-13T05:40:37.813+02:00
9902;"Rīgas Anniņmuižas bulvāra RIMI pakomāts";0;LV;Rīga;;;;"Anniņmuižas bulvāris";;40A;;24.012615;56.960407;;;;;;;;;"Blakus T/C centrālajai ieejai";;2021-01-14T07:23:03.837+02:00
9116;"Rīgas Autoostas pakomāts";0;LV;Rīga;;;;"Prāgas iela";;1;;24.114689;56.945046;;;;;;;;;"Ieeja autoostā blakus kanālam";;2020-11-12T12:57:11.917+02:00
9160;"Rīgas Biķernieku ielas 16a MEGO pakomāts";0;LV;Rīga;;;;"Biķernieku iela";;16A;;24.180611;56.970468;;;;;;;;;"Blakus T/C centrālajai ieejai";;2021-01-14T07:24:25.173+02:00
9933;"Rīgas Biķernieku ielas RIMI pakomāts";0;LV;Rīga;;;;"Biķernieku iela";;"160 k-6";;24.253370;56.956909;;;;;;;;;"Blakus T/C centrālajai ieejai";;2021-01-14T07:24:00.820+02:00
9960;"Rīgas Bolderājas Mego pakomāts";0;LV;Rīga;;;;"Gobas iela";;13;;24.048143;57.033239;;;;;;;;;"Blakus T/C centrālai ieejai";;2020-11-13T07:43:15.233+02:00
9975;"Rīgas Botāniskā dārza Maxima pakomāts";0;LV;Rīga;;;;"Dzirciema iela";;1;;24.053630;56.949429;;;;;;;;;"Pa labi no T/C Centrālās ieejas";;2021-01-14T07:24:41.877+02:00
9968;"Rīgas Brīvības g. 253 Neste pakomāts";0;LV;Rīga;;;;"Brīvības gatve";;253;;24.181891;56.978119;;;;;;;;;"DUS teritorijā";;2021-01-14T07:30:17.707+02:00
9115;"Rīgas Brīvības ielas 35 pakomāts";0;LV;Rīga;;;;"Brīvības iela";;35;;24.119659;56.955587;;;;;;;;;"Autostāvvietas teritorijā";;2020-11-19T10:38:00.950+02:00
9946;"Rīgas Bērnu pasaules RIMI pakomāts (ILGĀKA PIEGĀDE)";0;LV;Rīga;;;;"Matīsa iela";;25;;24.134079;56.957136;;;;;;;;;;;2021-01-14T07:25:19.873+02:00
9904;"Rīgas Deglava ielas Maxima XXX pakomāts";0;LV;Rīga;;;;"Augusta Deglava iela";;67;;24.186979;56.950617;;;;;;;;;"Pa kreisi no T/C centrālās ieejas";;2021-01-14T07:25:47.440+02:00
9143;"Rīgas Duntes ielas Neste pakomāts";0;LV;Rīga;;;;"Dambja iela";;10;;24.130643;56.987889;;;;;;;;;"DUS teritorijā";;2020-11-12T13:47:59.473+02:00
9962;"Rīgas Dzelzavas ielas Mini RIMI pakomāts";0;LV;Rīga;;;;"Dzelzavas iela";;86;;24.204955;56.954144;;;;;;;;;"Pa labi no T/C Centrālās ieejas";;2020-11-13T07:58:46.583+02:00
9909;"Rīgas G.Astras ielas VIADA pakomāts";0;LV;Rīga;;;;"Gunāra Astras iela";;7;;24.189278;56.956886;;;;;;;;;"DUS VIADA teritorijā";;2020-11-13T06:27:39.080+02:00
9908;"Rīgas Gramzdas RIMI pakomāts";0;LV;Rīga;;;;"Imantas 15. līnija";;7;;24.011006;56.944584;;;;;;;;;"Pa kreisi no centrālās ieejas";;2021-01-14T07:38:57.667+02:00
9972;"Rīgas Grostonas ielas Maxima XXX pakomāts";0;LV;Rīga;;;;"Grostonas iela";;1;;24.119061;56.964547;;;;;;;;;"Pa labi no T/C Centrālās ieejas";;2021-01-14T07:27:22.023+02:00
9907;"Rīgas Iļģuciema RIMI pakomāts";0;LV;Rīga;;;;"Dzirciema iela";;42;;24.053192;56.959496;;;;;;;;;"Pie aptiekas Dzirciema ielas pusē";;2020-11-13T06:26:33.597+02:00
9185;"Rīgas Jaunciema gatves Maxima X pakomāts";0;LV;Rīga;;;;"Jaunciema gatve";;174;;24.173750;57.043955;;;;;;;;;"Pa kreisi no ieejas";;2021-01-14T07:27:51.327+02:00
9164;"Rīgas Juglas ielas 45 Maxima X pakomāts (ILGĀKA PIEGĀDE)";0;LV;Rīga;;;;"Juglas iela";;45;;24.253292;56.978237;;;;;;;;;"Aiz veikala stūra Juglas ielas pusē";;2021-01-14T07:28:12.800+02:00
9161;"Rīgas Jūrmalas gatves RIMI pakomāts";0;LV;Rīga;;;;"Anniņmuižas bulvāris";;90;;24.007918;56.954165;;;;;;;;;"Pa kreisi no ieejas";;2020-11-12T14:28:23.310+02:00
9147;"Rīgas Kalnciema ielas RIMI pakomāts";0;LV;Rīga;;;;"Kalnciema iela";;41;;24.062696;56.942354;;;;;;;;;"Pie ieejas veikalā";;2020-11-12T14:00:38.870+02:00
9178;"Rīgas Katoļu ielas Neste pakomāts";0;LV;Rīga;;;;"Katoļu iela";;4;;24.138074;56.940763;;;;;;;;;"DUS teritorijā";;2020-11-13T05:46:11.733+02:00
9150;"Rīgas Kleistu ielas Mego pakomāts";0;LV;Rīga;;;;"Kleistu iela";;9;;24.022067;56.962575;;;;;;;;;"Pa kreisi no ieejas";;2020-11-12T14:16:25.197+02:00
9939;"Rīgas Kr.Valdemāra ielas 112 RIMI pakomāts";0;LV;Rīga;;;;"Krišjāņa Valdemāra iela";;112;;24.135998;56.974503;;;;;;;;;"Blakus stāvlaukumam Valdemāra ielas pusē";;2021-01-14T07:41:56.093+02:00
9123;"Rīgas Kurzemes prospekta Mego pakomāts";0;LV;Rīga;;;;"Kurzemes prospekts";;132;;24.000171;56.962186;;;;;;;;;"Pa kreisi no ieejas";;2020-11-12T13:02:35.113+02:00
9171;"Rīgas Leļļu teātra pakomāts (ILGĀKA PIEGĀDE)";0;LV;Rīga;;;;"Elizabetes iela";;81;;24.121591;56.950652;;;;;;;;;"Pie autostāvvietas iebrauktuves";;2021-01-14T07:28:41.510+02:00
9122;"Rīgas Lidoņu ielas Mego pakomāts";0;LV;Rīga;;;;"Lidoņu iela";;"27 k-1";;24.059747;56.968914;;;;;;;;;"Autostāvvietas teritorijā";;2020-11-12T13:02:02.193+02:00
9977;"Rīgas Mežciema RIMI pakomāts";0;LV;Rīga;;;;"Sergeja Eizenšteina iela";;29;;24.232268;56.969052;;;;;;;;;"Autostāvietā pie apsarga būdas";;2020-11-13T08:21:06.607+02:00
9173;"Rīgas Miera ielas 2 pakomāts";0;LV;Rīga;;;;"Miera iela";;2;;24.129450;56.960288;;;;;;;;;"Ēkas galā, Brīvības ielas pusē";;2020-11-13T05:42:43.457+02:00
9976;"Rīgas Mīlgrāvja ielas RIMI pakomāts ";0;LV;Rīga;;;;"Mīlgrāvja iela";;14;;24.139263;57.025539;;;;;;;;;"Pa kreisi no T/C Centrālās ieejas";;2021-01-14T07:41:33.790+02:00
9177;"Rīgas Mūkusalas Maxima XX pakomāts";0;LV;Rīga;;;;"Mūkusalas iela";;73;;24.106749;56.922959;;;;;;;;;"Pa labi no ieejas";;2020-11-13T05:44:49.353+02:00
9112;"Rīgas Nīcgales ielas 53 T/C GREEN pakomāts";0;LV;Rīga;;;;"Nīcgales iela";;53;;24.173276;56.945157;;;;;;;;;"Pa labi no ieejas";;2021-01-14T07:39:43.010+02:00
9903;"Rīgas P.Brieža ielas RIMI pakomāts";0;LV;Rīga;;;;"Pulkveža Brieža iela";;33;;24.105871;56.964867;;;;;;;;;"Blakus T/C centrālajai ieejai";;2020-11-13T06:23:24.547+02:00
9151;"Rīgas Parādes ielas Mego pakomāts";0;LV;Rīga;;;;"Parādes iela";;5B;;24.028616;57.039927;;;;;;;;;"Pa labi no ieejas";;2020-11-12T14:17:06.163+02:00
9129;"Rīgas Prūšu ielas 2 Mego pakomāts";0;LV;Rīga;;;;"Prūšu iela";;2;;24.177618;56.914860;;;;;;;;;"Pa labi no ieejas";;2021-01-14T07:29:43.487+02:00
9179;"Rīgas Prūšu ielas 22a Mego pakomāts";0;LV;Rīga;;;;"Prūšu iela";;22A;;24.188408;56.913259;;;;;;;;;"Pa kreisi no ieejas";;2020-11-13T05:46:46.477+02:00
9176;"Rīgas Rītupes ielas Maxima X pakomāts";0;LV;Rīga;;;;"Rītupes iela";;2;;24.167999;56.932168;;;;;;;;;"Pa kreisi no ieejas";;2020-11-13T05:44:14.970+02:00
9175;"Rīgas Saharova ielas Maxima XXX pakomāts";0;LV;Rīga;;;;"Andreja Saharova iela";;20A;;24.207170;56.940965;;;;;;;;;"Blakus veikala Jysk ieejai";;2020-11-13T05:43:44.103+02:00
9906;"Rīgas Saharova ielas Mego pakomāts";0;LV;Rīga;;;;"Andreja Saharova iela";;14;;24.204168;56.937157;;;;;;;;;"Blakus T/C centrālajai ieejai";;2020-11-13T06:25:04.707+02:00
9109;"Rīgas Stirnu ielas RIMI pakomāts (ILGĀKA PIEGĀDE)";0;LV;Rīga;;;;"Stirnu iela";;26;;24.185951;56.958986;;;;;;;;;"Pa labi no ieejas";;2021-01-14T07:40:38.713+02:00
9937;"Rīgas T/C A7 pakomāts";0;LV;Rīga;;;;"Ziepniekkalna iela";;50;;24.139598;56.895823;;;;;;;;;"Blakus T/C centrālajai ieejai";;2020-11-13T06:55:16.873+02:00
9101;"Rīgas T/C Akropole pakomāts";0;LV;Rīga;;;;"Maskavas iela";;257;;24.175240;56.923813;;;;;;;;;"Lokomotīves ielas pusē pie ieejas blakus rampām";;2020-11-12T10:36:47.163+02:00
9180;"Rīgas T/C Aleja pakomāts ";0;LV;Rīga;;;;"Vienības gatve";;194A;;24.078595;56.896874;;;;;;;;;"T/C Stāvvietā pie RIMI drive-in";;2020-11-13T10:45:27.577+02:00
9901;"Rīgas T/C Alfa pakomāts";0;LV;Rīga;;;;"Brīvības gatve";;372;;24.203503;56.982670;;;;;;;;;"Daudzstāvu auto stāvvietas pirmajā stāvā, pa kreisi no ieejas";;2020-11-13T06:01:02.493+02:00
9113;"Rīgas T/C DOMINA pakomāts";0;LV;Rīga;;;;"Ieriķu iela";;3;;24.161228;56.966325;;;;;;;;;"Pa kreisi no galvenās ieejas";;2021-01-14T07:42:14.283+02:00
9935;"Rīgas T/C Damme pakomāts";0;LV;Rīga;;;;"Kurzemes prospekts";;1A;;24.037701;56.953259;;;;;;;;;"Blakus T/C ieejai";;2020-11-13T06:50:00.510+02:00
9905;"Rīgas T/C Dole pakomāts";0;LV;Rīga;;;;"Maskavas iela";;357;;24.191380;56.905651;;;;;;;;;"Pie kāpnēm, kas ved uz 2. stāva ieeju";;2020-11-13T06:24:16.917+02:00
9159;"Rīgas T/C Elkor Plaza pakomāts";0;LV;Rīga;;;;"Brīvības gatve";;201;;24.162946;56.974645;;;;;;;;;"Pa labi no ieejas";;2021-01-14T07:26:45.900+02:00
9188;"Rīgas T/C Gaiļezers pakomāts (ILGĀKA PIEGĀDE)";0;LV;Rīga;;;;"Gaiļezera iela";;8;;24.236748;56.968075;;;;;;;;;"Blakus T/C centrālai ieejai";;2021-01-14T07:41:09.840+02:00
9181;"Rīgas T/C IXO pakomāts";0;LV;Rīga;;;;"Anniņmuižas iela";;17;;24.017936;56.943368;;;;;;;;;"Pa kreisi no ieejas";;2020-11-13T10:45:59.983+02:00
9915;"Rīgas T/C Juglas Centrs pakomāts";0;LV;Rīga;;;;"Juglas iela";;2;;24.244250;56.988595;;;;;;;;;"Pie stāvlaukuma Juglas ielas pusē";;2020-11-13T06:31:34.833+02:00
9954;"Rīgas T/C Minska pakomāts (ILGĀKA PIEGĀDE)";0;LV;Rīga;;;;"Nīcgales iela";;2;;24.174548;56.959053;;;;;;;;;"Pa labi no T/C ieejas";;2021-01-14T07:43:02.110+02:00
9911;"Rīgas T/C Mols pakomāts";0;LV;Rīga;;;;"Krasta iela";;46;;24.142799;56.934696;;;;;;;;;"Blakus iebrauktuvei uz daudzstāvu autostāvvietu";;2020-11-13T06:29:21.537+02:00
9934;"Rīgas T/C Olimpia pakomāts";0;LV;Rīga;;;;"Āzenes iela";;5;;24.081280;56.949924;;;;;;;;;"Blakus iebrauktuvei pazemes autostāvvietā";;2020-11-13T06:49:33.347+02:00
9965;"Rīgas T/C Origo pakomāts";0;LV;Rīga;;;;"Stacijas laukums";;2;;24.118524;56.946970;;;;;;;;;"Pa kreisi no Hesburger ieejas";;2020-11-13T08:00:37.543+02:00
9114;"Rīgas T/C Riga Plaza pakomāts";0;LV;Rīga;;;;"Mūkusalas iela";;71;;24.103152;56.926608;;;;;;;;;"Pa kreisi no Ņujorkas ieejas";;2021-01-14T07:43:26.257+02:00
9914;"Rīgas T/C Spice pakomāts";0;LV;Rīga;;;;"Lielirbes iela";;29;;24.036562;56.929756;;;;;;;;;"Blakus E ieejai uz RIMI ";;2020-11-13T06:30:29.630+02:00
9995;"Rīgas T/C ZOOM pakomāts";0;LV;Rīga;;;;"Maskavas iela";;400;;24.204341;56.897933;;;;;;;;;"T/C labajā pusē";;2021-01-14T07:43:49.233+02:00
9128;"Rīgas Tilta ielas RIMI pakomāts";0;LV;Rīga;;;;"Tilta iela";;32;;24.129916;56.995475;;;;;;;;;"Pa kreisi no ieejas";;2021-01-14T07:40:02.343+02:00
9172;"Rīgas Tēriņu ielas ELVI pakomāts";0;LV;Rīga;;;;"Tēriņu iela";;62;;24.067190;56.912665;;;;;;;;;"Pa kreisi no ieejas";;2020-11-13T10:47:35.797+02:00
